1730419200, 11.3
1730421000, 11.3
1730422800, 11.2
1730424600, 11.2
1730426400, 11.2
1730428200, 11.3
1730430000, 11.2
1730431800, 11.2
1730433600, 11.4
1730435400, 11.1
1730437200, 10.9
1730439000, 10.9
1730440800, 11.0
1730442600, 10.9
1730444400, 10.8
1730446200, 10.6
1730448000, 10.9
1730449800, 11.0
1730451600, 11.2
1730453400, 11.3
1730455200, 11.7
1730457000, 11.7
1730458800, 11.8
1730460600, 11.9
1730462400, 12.1
1730464200, 12.1
1730466000, 11.6
1730467800, 11.6
1730469600, 11.6
1730471400, 11.5
1730473200, 11.4
1730475000, 11.5
1730476800, 11.2
1730478600, 11.2
1730480400, 11.7
1730482200, 11.3
1730484000, 11.0
1730485800, 11.2
1730487600, 10.9
1730489400, 11.1
1730491200, 11.1
1730493000, 11.1
1730494800, 11.0
1730496600, 11.0
1730498400, 10.9
1730500200, 11.1
1730502000, 10.9
1730503800, 10.8
1730505600, 10.7
1730507400, 10.6
1730509200, 10.6
1730511000, 10.5
1730512800, 10.4
1730514600, 10.3
1730516400, 10.3
1730518200, 10.6
1730520000, 11.0
1730521800, 10.7
1730523600, 10.6
1730525400, 10.6
1730527200, 10.6
1730529000, 10.6
1730530800, 10.4
1730532600, 10.8
1730534400, 10.9
1730536200, 11.0
1730538000, 11.2
1730539800, 11.5
1730541600, 11.9
1730543400, 12.1
1730545200, 12.1
1730547000, 12.1
1730548800, 12.3
1730550600, 12.4
1730552400, 12.4
1730554200, 12.2
1730556000, 12.2
1730557800, 12.0
1730559600, 11.9
1730561400, 11.7
1730563200, 11.9
1730565000, 11.1
1730566800, 11.1
1730568600, 11.2
1730570400, 11.0
1730572200, 11.1
1730574000, 11.0
1730575800, 11.1
1730577600, 11.1
1730579400, 11.0
1730581200, 11.0
1730583000, 10.8
1730584800, 10.8
1730586600, 10.7
1730588400, 10.6
1730590200, 10.6
1730592000, 10.7
1730593800, 10.6
1730595600, 10.6
1730597400, 10.6
1730599200, 10.2
1730601000, 10.5
1730602800, 11.1
1730604600, 10.8
1730606400, 10.8
1730608200, 10.7
1730610000, 10.7
1730611800, 10.5
1730613600, 10.6
1730615400, 10.7
1730617200, 10.4
1730619000, 10.6
1730620800, 11.2
1730622600, 11.4
1730624400, 11.9
1730626200, 12.2
1730628000, 12.4
1730629800, 12.7
1730631600, 12.8
1730633400, 12.8
1730635200, 12.4
1730637000, 12.5
1730638800, 12.4
1730640600, 12.2
1730642400, 12.0
1730644200, 12.0
1730646000, 11.9
1730647800, 11.7
1730649600, 11.6
1730651400, 11.6
1730653200, 11.4
1730655000, 11.3
1730656800, 11.1
1730658600, 11.1
1730660400, 11.0
1730662200, 10.7
1730664000, 10.6
1730665800, 10.5
1730667600, 10.4
1730669400, 10.4
1730671200, 10.5
1730673000, 10.4
